cell_name,sample,patient,source,cell_type,cell_subtype,cluster,cluster_annotation,complexity
49690,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,229
49694,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,369
49698,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,363
49699,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,270
49700,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,419
49702,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,423
49707,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,301
49708,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,473
49709,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,195
49712,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,293
49713,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,297
49716,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,514
49718,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,267
49721,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,343
49723,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,287
49724,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,223
49727,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,525
49729,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,317
49730,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,456
49731,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,399
49733,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,567
49734,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,541
49735,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,526
49738,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,437
49740,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,474
49741,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,473
49742,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,316
49743,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,431
49745,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,370
49747,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,471
49749,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,457
49750,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,301
49751,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,342
49754,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,456
49756,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,396
49758,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,515
49763,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,430
49764,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,413
49765,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,349
49770,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,328
49771,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,286
49772,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,245
49773,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,236
49774,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,490
49775,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,343
49776,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,423
49777,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,447
49778,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,483
49779,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,436
49780,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,529
49781,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,215
49783,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,376
49784,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,394
49785,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,487
49786,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,346
49787,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,390
49788,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,353
49790,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,417
49791,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,305
49792,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,422
49793,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,423
49795,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,237
49796,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,366
49798,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,402
49800,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,327
49801,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,352
49802,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,423
49804,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,268
49805,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,380
49806,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,344
49808,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,425
49809,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,219
49810,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,374
49812,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,307
49813,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,249
49814,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,412
49815,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,429
49816,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,478
49819,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,396
49820,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,437
49822,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,305
49823,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,519
49824,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,278
49828,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,427
49829,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,368
49830,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,388
49831,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,286
49832,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,305
49833,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,387
49834,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,312
49835,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,254
49836,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,295
49837,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,456
49838,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,272
49840,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,374
49841,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,317
49842,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,279
49844,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,240
49845,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,348
49846,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,293
49848,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,319
49849,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,401
49850,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,419
49851,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,228
49853,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,392
49854,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,466
49857,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,286
49858,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,346
49860,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,361
49863,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,424
49865,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,411
49868,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,475
49869,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,324
49870,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,366
49872,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,416
49873,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,405
49875,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,300
49876,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,401
49877,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,263
49880,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,335
49882,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,291
49883,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,339
49884,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,278
49885,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,445
49887,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,426
49889,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,269
49890,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,314
49893,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,426
49896,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,293
49897,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,416
49898,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,289
49899,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,274
49901,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,388
49906,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,277
49908,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,455
49910,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,398
49912,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,381
49914,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,306
49917,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,403
49918,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,449
49919,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,371
49920,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,267
49921,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,323
49924,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,247
49926,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,277
49927,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,502
49928,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,228
49929,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,391
49931,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,377
49932,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,411
49934,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,234
49935,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,351
49936,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,293
49937,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,464
49939,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,308
49940,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,519
49942,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,370
49943,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,316
49944,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,380
49945,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,496
49946,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,401
49948,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,325
49949,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,297
49951,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,249
49952,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,533
49953,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,437
49954,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,342
49956,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,294
49957,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,487
49958,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,349
49959,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,360
49962,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,346
49965,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,471
49967,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,293
49968,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,272
49969,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,334
49970,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,371
49971,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,390
49972,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,326
49973,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,450
49975,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,221
49976,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,364
49981,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,293
49982,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,453
49983,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,226
49986,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,267
49987,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,422
49988,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,288
49990,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,393
49991,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,296
49994,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,415
49996,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,399
49997,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,239
49998,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,320
49999,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,413
50000,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,392
50001,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,292
50002,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,429
50003,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,382
50005,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,430
50006,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,423
50007,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,329
50008,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,376
50010,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,527
50013,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,650
50016,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,338
50017,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,352
50018,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,243
50020,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,360
50021,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,402
50022,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,230
50025,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,450
50026,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,332
50027,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,327
50028,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,315
50029,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,336
50030,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,391
50031,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,491
50032,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,434
50038,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,337
50039,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,241
50040,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,365
50044,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,316
50045,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,541
50046,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,454
50047,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,339
50048,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,606
50049,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,337
50050,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,192
50052,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,209
50053,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,203
50054,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,319
50056,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,347
50058,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,442
50059,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,493
50062,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,256
50065,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,431
50066,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,357
50067,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,317
50068,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,451
50072,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,436
50073,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,418
50074,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,478
50078,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,332
50081,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,330
50084,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,219
50086,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,454
50087,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,422
50088,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,433
50089,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,358
50090,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,262
50092,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,422
50093,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,525
50095,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,293
50096,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,449
50097,BC01_BLOOD1,BC01,blood,T_cell,CD4 T cell,20,T:CD4+NAIVE,583
48710,BC01_BLOOD1,BC01,blood,Monocyte,Monocyte precursor,24,MONOCYTE:precursor,317
48894,BC01_BLOOD1,BC01,blood,Monocyte,Monocyte precursor,24,MONOCYTE:precursor,346
48954,BC01_BLOOD1,BC01,blood,Monocyte,Monocyte precursor,24,MONOCYTE:precursor,437
49394,BC01_BLOOD1,BC01,blood,Monocyte,Monocyte precursor,24,MONOCYTE:precursor,291
49640,BC01_BLOOD1,BC01,blood,Monocyte,Monocyte precursor,24,MONOCYTE:precursor,305
49705,BC01_BLOOD1,BC01,blood,Monocyte,Monocyte precursor,24,MONOCYTE:precursor,771
50082,BC01_BLOOD1,BC01,blood,Monocyte,Monocyte precursor,24,MONOCYTE:precursor,795
50061,BC01_BLOOD1,BC01,blood,Neutrophil,Neutrophil,29,NEUTROPHIL:,237
48683,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,434
48693,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,356
48704,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,549
48706,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,320
48708,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,422
48712,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,298
48714,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,259
48719,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,475
48720,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,450
48736,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,452
48739,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,276
48754,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,390
48757,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,339
48761,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,254
48764,BC01_BLOOD1,BC01,blood,NK_cell,NK cell,35,NK:CD56+16+3-,481
